Status_des_Girokontos,Dauer_in_Monaten,Kreditgeschichte,Kreditverwendungszweck,Kreditbetrag,Sparkonto_Wertpapiere,Beschäftigt_seit,Ratenhöhe,Familienstand_Geschlecht,Weitere_Bürgen_Schuldner,Wohnsitzdauer,Vermögen,Alter,Andere_Ratenverpflichtungen,Wohnsituation,Anzahl_bestehender_Kredite,Beruf,Unterhaltspflichtige_Personen,Telefon,Ausländischer_Arbeiter,Ziel
kein Girokonto,18,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Radio/TV,1098,... < 100 DM,arbeitslos,4,weiblich : geschieden/getrennt/verheiratet,keine,4,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",65,Keine,Eigentum,2,arbeitslos/ungelernt - nicht ansässig,1,kein Telefon,ja,guter Kredit
0 <= ... < 200 DM,24,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Möbel/Ausstattung,4057,... < 100 DM,4 <= ... < 7 Jahre,3,männlich : geschieden/getrennt,keine,3,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",43,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
... < 0 DM,12,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Ausbildung,795,... < 100 DM,... < 1 Jahr,4,weiblich : geschieden/getrennt/verheiratet,keine,4,wenn nicht A121: Bausparvertrag/Lebensversicherung,53,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,kein Telefon,ja,schlechter Kredit
0 <= ... < 200 DM,24,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Geschäft,2825,unbekannt/kein Sparkonto,4 <= ... < 7 Jahre,4,männlich : ledig,keine,3,unbekannt/kein Eigentum,34,Keine,Eigentum,2,gelernt - Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
0 <= ... < 200 DM,48,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Geschäft,15672,... < 100 DM,1 <= ... < 4 Jahre,2,männlich : ledig,keine,2,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",23,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
kein Girokonto,36,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Auto (neu),6614,... < 100 DM,.. >= 7 Jahre,4,männlich : ledig,keine,4,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",34,Keine,Eigentum,2,Management/selbstständig/hochqualifizierter Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
kein Girokonto,28,alle Kredite bei dieser Bank wurden ordnungsgemäß zurückgezahlt,Auto (gebraucht),7824,unbekannt/kein Sparkonto,... < 1 Jahr,3,männlich : ledig,Bürge,4,Immobilie,40,Bank,Miete,2,gelernt - Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
... < 0 DM,27,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Geschäft,2442,... < 100 DM,.. >= 7 Jahre,4,männlich : ledig,keine,4,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",43,Läden,Eigentum,4,Management/selbstständig/hochqualifizierter Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
kein Girokonto,15,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Radio/TV,1829,... < 100 DM,.. >= 7 Jahre,4,männlich : ledig,keine,4,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",46,Keine,Eigentum,2,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
... < 0 DM,12,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Auto (neu),2171,... < 100 DM,1 <= ... < 4 Jahre,4,männlich : ledig,keine,4,wenn nicht A121: Bausparvertrag/Lebensversicherung,38,Bank,Eigentum,2,ungelernt - ansässig,1,kein Telefon,nein,guter Kredit
0 <= ... < 200 DM,36,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Auto (gebraucht),5800,... < 100 DM,1 <= ... < 4 Jahre,3,männlich : ledig,keine,4,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",34,Keine,Eigentum,2,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
kein Girokonto,18,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Radio/TV,1169,unbekannt/kein Sparkonto,1 <= ... < 4 Jahre,4,männlich : ledig,keine,3,wenn nicht A121: Bausparvertrag/Lebensversicherung,29,Keine,Eigentum,2,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
kein Girokonto,36,Verzögerungen bei der Rückzahlung in der Vergangenheit,Auto (gebraucht),8947,unbekannt/kein Sparkonto,4 <= ... < 7 Jahre,3,männlich : ledig,keine,2,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",31,Läden,Eigentum,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
... < 0 DM,21,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,2606,... < 100 DM,... < 1 Jahr,4,weiblich : geschieden/getrennt/verheiratet,keine,4,wenn nicht A121: Bausparvertrag/Lebensversicherung,28,Keine,Miete,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
kein Girokonto,12,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Möbel/Ausstattung,1592,.. >= 1000 DM,4 <= ... < 7 Jahre,3,weiblich : geschieden/getrennt/verheiratet,keine,2,wenn nicht A121: Bausparvertrag/Lebensversicherung,35,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,kein Telefon,nein,guter Kredit
kein Girokonto,15,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Möbel/Ausstattung,2186,unbekannt/kein Sparkonto,4 <= ... < 7 Jahre,1,weiblich : geschieden/getrennt/verheiratet,keine,4,Immobilie,33,Bank,Miete,1,ungelernt - ansässig,1,kein Telefon,ja,guter Kredit
... < 0 DM,18,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Möbel/Ausstattung,4153,... < 100 DM,1 <= ... < 4 Jahre,2,männlich : ledig,Mit-Antragsteller,3,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",42,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,kein Telefon,ja,schlechter Kredit
... < 0 DM,16,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Auto (neu),2625,... < 100 DM,.. >= 7 Jahre,2,männlich : ledig,Bürge,4,wenn nicht A121: Bausparvertrag/Lebensversicherung,43,Bank,Miete,1,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
kein Girokonto,20,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Auto (neu),3485,unbekannt/kein Sparkonto,... < 1 Jahr,2,männlich : geschieden/getrennt,keine,4,Immobilie,44,Keine,Eigentum,2,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
kein Girokonto,36,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Auto (gebraucht),10477,unbekannt/kein Sparkonto,.. >= 7 Jahre,2,männlich : ledig,keine,4,unbekannt/kein Eigentum,42,Keine,kostenlos,2,gelernt - Angestellter/Beamter,1,kein Telefon,ja,guter Kredit
kein Girokonto,15,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,1386,unbekannt/kein Sparkonto,1 <= ... < 4 Jahre,4,männlich : verheiratet/witwer,keine,2,Immobilie,40,Keine,Miete,1,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
kein Girokonto,24,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,1278,... < 100 DM,.. >= 7 Jahre,4,männlich : ledig,keine,1,Immobilie,36,Keine,Eigentum,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
... < 0 DM,12,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,1107,... < 100 DM,1 <= ... < 4 Jahre,2,männlich : ledig,keine,2,Immobilie,20,Keine,Miete,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
... < 0 DM,21,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Auto (neu),3763,unbekannt/kein Sparkonto,4 <= ... < 7 Jahre,2,männlich : ledig,Mit-Antragsteller,2,Immobilie,24,Keine,Eigentum,1,ungelernt - ansässig,1,kein Telefon,nein,guter Kredit
0 <= ... < 200 DM,36,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Ausbildung,3711,unbekannt/kein Sparkonto,1 <= ... < 4 Jahre,2,männlich : verheiratet/witwer,keine,2,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",27,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,kein Telefon,ja,guter Kredit
kein Girokonto,15,Verzögerungen bei der Rückzahlung in der Vergangenheit,Auto (gebraucht),3594,... < 100 DM,... < 1 Jahr,1,weiblich : geschieden/getrennt/verheiratet,keine,2,wenn nicht A121: Bausparvertrag/Lebensversicherung,46,Keine,Eigentum,2,ungelernt - ansässig,1,kein Telefon,ja,guter Kredit
0 <= ... < 200 DM,9,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Auto (neu),3195,unbekannt/kein Sparkonto,1 <= ... < 4 Jahre,1,weiblich : geschieden/getrennt/verheiratet,keine,2,Immobilie,33,Keine,Eigentum,1,ungelernt - ansässig,1,kein Telefon,ja,guter Kredit
kein Girokonto,36,Verzögerungen bei der Rückzahlung in der Vergangenheit,Radio/TV,4454,... < 100 DM,1 <= ... < 4 Jahre,4,weiblich : geschieden/getrennt/verheiratet,keine,4,Immobilie,34,Keine,Eigentum,2,gelernt - Angestellter/Beamter,1,kein Telefon,ja,guter Kredit
0 <= ... < 200 DM,24,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Möbel/Ausstattung,4736,... < 100 DM,... < 1 Jahr,2,weiblich : geschieden/getrennt/verheiratet,keine,4,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",25,Bank,Eigentum,1,ungelernt - ansässig,1,kein Telefon,ja,schlechter Kredit
0 <= ... < 200 DM,30,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,2991,unbekannt/kein Sparkonto,.. >= 7 Jahre,2,weiblich : geschieden/getrennt/verheiratet,keine,4,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",25,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,kein Telefon,ja,guter Kredit
kein Girokonto,11,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Geschäft,2142,.. >= 1000 DM,.. >= 7 Jahre,1,männlich : geschieden/getrennt,keine,2,Immobilie,28,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
... < 0 DM,24,alle Kredite bei dieser Bank wurden ordnungsgemäß zurückgezahlt,Geschäft,3161,... < 100 DM,1 <= ... < 4 Jahre,4,männlich : ledig,keine,2,wenn nicht A121: Bausparvertrag/Lebensversicherung,31,Keine,Miete,1,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
0 <= ... < 200 DM,48,keine Kredite aufgenommen / alle Kredite wurden ordnungsgemäß zurückgezahlt,Sonstiges,18424,... < 100 DM,1 <= ... < 4 Jahre,1,weiblich : geschieden/getrennt/verheiratet,keine,2,wenn nicht A121: Bausparvertrag/Lebensversicherung,32,Bank,Eigentum,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",nein,schlechter Kredit
kein Girokonto,10,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Auto (gebraucht),2848,100 <= ... < 500 DM,1 <= ... < 4 Jahre,1,männlich : ledig,Mit-Antragsteller,2,Immobilie,32,Keine,Eigentum,1,gelernt - Angestellter/Beamter,2,kein Telefon,ja,guter Kredit
... < 0 DM,6,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Auto (neu),14896,... < 100 DM,.. >= 7 Jahre,1,männlich : ledig,keine,4,unbekannt/kein Eigentum,68,Bank,Eigentum,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
... < 0 DM,24,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Möbel/Ausstattung,2359,100 <= ... < 500 DM,arbeitslos,1,männlich : geschieden/getrennt,keine,1,wenn nicht A121: Bausparvertrag/Lebensversicherung,33,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,kein Telefon,ja,schlechter Kredit
... < 0 DM,24,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Möbel/Ausstattung,3345,... < 100 DM,.. >= 7 Jahre,4,männlich : ledig,keine,2,wenn nicht A121: Bausparvertrag/Lebensversicherung,39,Keine,Miete,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
kein Girokonto,18,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Möbel/Ausstattung,1817,... < 100 DM,1 <= ... < 4 Jahre,4,weiblich : geschieden/getrennt/verheiratet,keine,2,unbekannt/kein Eigentum,28,Keine,Eigentum,2,gelernt - Angestellter/Beamter,1,kein Telefon,ja,guter Kredit
kein Girokonto,48,Verzögerungen bei der Rückzahlung in der Vergangenheit,Radio/TV,12749,500 <= ... < 1000 DM,4 <= ... < 7 Jahre,4,männlich : ledig,keine,1,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",37,Keine,Eigentum,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
... < 0 DM,9,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,1366,... < 100 DM,... < 1 Jahr,3,weiblich : geschieden/getrennt/verheiratet,keine,4,wenn nicht A121: Bausparvertrag/Lebensversicherung,22,Keine,Miete,1,gelernt - Angestellter/Beamter,1,kein Telefon,ja,schlechter Kredit
0 <= ... < 200 DM,12,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Auto (neu),2002,... < 100 DM,4 <= ... < 7 Jahre,3,männlich : ledig,keine,4,wenn nicht A121: Bausparvertrag/Lebensversicherung,30,Keine,Miete,1,gelernt - Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
... < 0 DM,24,alle Kredite bei dieser Bank wurden ordnungsgemäß zurückgezahlt,Möbel/Ausstattung,6872,... < 100 DM,... < 1 Jahr,2,männlich : geschieden/getrennt,keine,1,wenn nicht A121: Bausparvertrag/Lebensversicherung,55,Bank,Eigentum,1,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
... < 0 DM,12,alle Kredite bei dieser Bank wurden ordnungsgemäß zurückgezahlt,Auto (neu),697,... < 100 DM,... < 1 Jahr,4,männlich : ledig,keine,2,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",46,Bank,Eigentum,2,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
... < 0 DM,18,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Möbel/Ausstattung,1049,... < 100 DM,... < 1 Jahr,4,weiblich : geschieden/getrennt/verheiratet,keine,4,wenn nicht A121: Bausparvertrag/Lebensversicherung,21,Keine,Miete,1,gelernt - Angestellter/Beamter,1,kein Telefon,ja,guter Kredit
... < 0 DM,48,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Auto (gebraucht),10297,... < 100 DM,4 <= ... < 7 Jahre,4,männlich : ledig,keine,4,unbekannt/kein Eigentum,39,Läden,kostenlos,3,gelernt - Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
kein Girokonto,30,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,1867,unbekannt/kein Sparkonto,.. >= 7 Jahre,4,männlich : ledig,keine,4,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",58,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
... < 0 DM,12,Verzögerungen bei der Rückzahlung in der Vergangenheit,Auto (neu),1344,... < 100 DM,1 <= ... < 4 Jahre,4,männlich : ledig,keine,2,Immobilie,43,Keine,Eigentum,2,ungelernt - ansässig,2,kein Telefon,ja,guter Kredit
... < 0 DM,24,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Möbel/Ausstattung,1747,... < 100 DM,... < 1 Jahr,4,männlich : ledig,Mit-Antragsteller,1,wenn nicht A121: Bausparvertrag/Lebensversicherung,24,Keine,Eigentum,1,ungelernt - ansässig,1,kein Telefon,nein,guter Kredit
0 <= ... < 200 DM,9,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,1670,... < 100 DM,... < 1 Jahr,4,weiblich : geschieden/getrennt/verheiratet,keine,2,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",22,Keine,Eigentum,1,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
kein Girokonto,9,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Auto (neu),1224,... < 100 DM,1 <= ... < 4 Jahre,3,männlich : ledig,keine,1,Immobilie,30,Keine,Eigentum,2,gelernt - Angestellter/Beamter,1,kein Telefon,ja,guter Kredit
kein Girokonto,12,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Radio/TV,522,500 <= ... < 1000 DM,.. >= 7 Jahre,4,männlich : ledig,keine,4,wenn nicht A121: Bausparvertrag/Lebensversicherung,42,Keine,Eigentum,2,gelernt - Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
... < 0 DM,12,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,1498,... < 100 DM,1 <= ... < 4 Jahre,4,weiblich : geschieden/getrennt/verheiratet,keine,1,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",23,Bank,Eigentum,1,gelernt - Angestellter/Beamter,1,kein Telefon,ja,guter Kredit
0 <= ... < 200 DM,30,Verzögerungen bei der Rückzahlung in der Vergangenheit,Radio/TV,1919,100 <= ... < 500 DM,... < 1 Jahr,4,männlich : ledig,keine,3,unbekannt/kein Eigentum,30,Läden,Eigentum,2,Management/selbstständig/hochqualifizierter Angestellter/Beamter,1,kein Telefon,ja,schlechter Kredit
... >= 200 DM / Gehaltspfändung mindestens 1 Jahr,9,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,745,... < 100 DM,1 <= ... < 4 Jahre,3,weiblich : geschieden/getrennt/verheiratet,keine,2,Immobilie,28,Keine,Eigentum,1,ungelernt - ansässig,1,kein Telefon,ja,schlechter Kredit
0 <= ... < 200 DM,6,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Radio/TV,2063,... < 100 DM,... < 1 Jahr,4,männlich : verheiratet/witwer,keine,3,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",30,Keine,Miete,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
0 <= ... < 200 DM,60,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Ausbildung,6288,... < 100 DM,1 <= ... < 4 Jahre,4,männlich : ledig,keine,4,unbekannt/kein Eigentum,42,Keine,kostenlos,1,gelernt - Angestellter/Beamter,1,kein Telefon,ja,schlechter Kredit
kein Girokonto,24,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Auto (gebraucht),6842,unbekannt/kein Sparkonto,1 <= ... < 4 Jahre,2,männlich : ledig,keine,4,wenn nicht A121: Bausparvertrag/Lebensversicherung,46,Keine,Eigentum,2,Management/selbstständig/hochqualifizierter Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
kein Girokonto,12,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Auto (neu),3527,unbekannt/kein Sparkonto,... < 1 Jahr,2,männlich : ledig,keine,3,wenn nicht A121: Bausparvertrag/Lebensversicherung,45,Keine,Eigentum,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
kein Girokonto,10,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Auto (neu),1546,... < 100 DM,1 <= ... < 4 Jahre,3,männlich : ledig,keine,2,Immobilie,31,Keine,Eigentum,1,ungelernt - ansässig,2,kein Telefon,nein,guter Kredit
kein Girokonto,24,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Möbel/Ausstattung,929,unbekannt/kein Sparkonto,4 <= ... < 7 Jahre,4,männlich : ledig,keine,2,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",31,Läden,Eigentum,1,gelernt - Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
kein Girokonto,4,kritisches Konto / andere Kredite bestehen (nicht bei dieser Bank),Auto (neu),1455,... < 100 DM,4 <= ... < 7 Jahre,2,männlich : ledig,keine,1,Immobilie,42,Keine,Eigentum,3,ungelernt - ansässig,2,kein Telefon,ja,guter Kredit
... < 0 DM,15,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Möbel/Ausstattung,1845,... < 100 DM,... < 1 Jahr,4,weiblich : geschieden/getrennt/verheiratet,Bürge,1,wenn nicht A121: Bausparvertrag/Lebensversicherung,46,Keine,Miete,1,gelernt - Angestellter/Beamter,1,kein Telefon,ja,guter Kredit
0 <= ... < 200 DM,48,keine Kredite aufgenommen / alle Kredite wurden ordnungsgemäß zurückgezahlt,Auto (neu),8358,500 <= ... < 1000 DM,... < 1 Jahr,1,weiblich : geschieden/getrennt/verheiratet,keine,1,"wenn nicht A121/A122: Auto oder anderes, nicht in Attribut 6",30,Keine,Eigentum,2,gelernt - Angestellter/Beamter,1,kein Telefon,ja,guter Kredit
... < 0 DM,24,alle Kredite bei dieser Bank wurden ordnungsgemäß zurückgezahlt,Möbel/Ausstattung,3349,500 <= ... < 1000 DM,... < 1 Jahr,4,männlich : ledig,keine,4,unbekannt/kein Eigentum,30,Keine,kostenlos,1,gelernt - Angestellter/Beamter,2,"ja, unter dem Namen des Kunden registriert",ja,schlechter Kredit
kein Girokonto,12,bestehende Kredite wurden bisher ordnungsgemäß zurückgezahlt,Auto (neu),2859,unbekannt/kein Sparkonto,arbeitslos,4,männlich : ledig,keine,4,unbekannt/kein Eigentum,38,Keine,Eigentum,1,Management/selbstständig/hochqualifizierter Angestellter/Beamter,1,"ja, unter dem Namen des Kunden registriert",ja,guter Kredit
